Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2018-05-16 08:45:00,,10.831043762,,,,,,SDG-074,,,1.59,1.59,6.0,73.0,7.284,7.284,7.284,7.284,7.284,7.284
2018-05-16 08:45:00,2018-05-16 08:50:00,,,,,1.77165354331,13.78,SDG-074,,-12.0083464567,1.59,1.59,6.0,73.0,7.284,7.284,7.284,7.284,7.284,7.284
2018-05-29 09:30:00,,2.37754619166,,,,,,SDG-074,,,1.27,1.27,6.0,73.0,4.17,4.17,4.17,4.17,4.17,4.17
2018-05-29 09:30:00,2018-05-29 09:35:00,,,,,0.984251968504,13.46,SDG-074,,-12.4757480315,1.27,1.27,6.0,73.0,4.17,4.17,4.17,4.17,4.17,4.17
2018-06-11 14:55:00,,10.5668719629,,,,,,SDG-074,,,1.79,1.79,6.0,73.0,9.778,9.778,9.778,9.778,9.778,9.778
2018-06-11 14:55:00,2018-06-11 15:00:00,,,,,1.57480314961,13.98,SDG-074,,-12.4051968504,1.79,1.79,6.0,73.0,9.778,9.778,9.778,9.778,9.778,9.778
2018-06-25 14:45:00,,14.5822833088,,,,,,SDG-074,,,2.26,2.26,6.0,73.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-06-25 14:45:00,2018-06-25 14:50:00,,,,1.96850393701,2.20472440945,14.45,SDG-074,,-12.2452755906,2.26,2.26,6.0,73.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-07-11 12:10:00,,4.55696353402,,,,,,SDG-074,,,1.71,1.71,6.0,73.0,8.728,8.728,8.728,8.728,8.728,8.728
2018-07-11 12:10:00,2018-07-11 12:15:00,,,,,1.25984251969,13.9,SDG-074,,-12.6401574803,1.71,1.71,6.0,73.0,8.728,8.728,8.728,8.728,8.728,8.728
2018-07-24 14:45:00,,18.4920259351,,,,,,SDG-074,,,2.02,2.02,6.0,73.0,13.207,13.207,13.207,13.207,13.207,13.207
2018-07-24 14:45:00,2018-07-24 14:50:00,,,,1.96850393701,2.12598425197,14.21,SDG-074,,-12.084015748,2.02,2.02,6.0,73.0,13.207,13.207,13.207,13.207,13.207,13.207
2018-08-07 11:15:00,,6.70996369646,,,,,,SDG-074,,,1.47,1.47,6.0,73.0,5.994,5.994,5.994,5.994,5.994,5.994
2018-08-07 11:15:00,2018-08-07 11:20:00,,,,,1.49606299213,13.66,SDG-074,,-12.1639370079,1.47,1.47,6.0,73.0,5.994,5.994,5.994,5.994,5.994,5.994
2018-08-21 09:10:00,,12.3632401966,13.4727617527,12.6802463555,,,,SDG-074,,,1.87,1.87,6.0,73.0,10.901,10.901,10.901,10.901,10.901,10.901
2018-08-21 09:10:00,2018-08-21 09:15:00,,,,,1.96850393701,14.06,SDG-074,,-12.091496063,1.87,1.87,6.0,73.0,10.901,10.901,10.901,10.901,10.901,10.901
2018-09-04 16:45:00,2018-09-04 16:50:00,,,,,3.34645669291,15.12,SDG-074,,-11.7735433071,2.93,2.93,6.0,73.0,33.338,33.338,33.338,33.338,33.338,33.338
2018-09-04 16:50:00,,22.1904311222,,,,,,SDG-074,,,2.65,2.65,6.0,73.0,25.958,25.958,25.958,25.958,25.958,25.958
2018-09-04 16:50:00,2018-09-04 16:55:00,,,,,2.55905511811,14.84,SDG-074,,-12.2809448819,2.65,2.65,6.0,73.0,25.958,25.958,25.958,25.958,25.958,25.958
2018-09-17 13:00:00,,4.66703511696,,,,,,SDG-074,,,1.24,1.24,6.0,73.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-09-17 13:00:00,2018-09-17 13:05:00,,,,,1.37795275591,13.43,SDG-074,,-12.0520472441,1.24,1.24,6.0,73.0,3.93,3.93,3.93,3.93,3.93,3.93
2018-09-27 16:00:00,2018-09-27 16:05:00,,,,,1.87007874016,13.62,SDG-074,,-11.7499212598,1.43,1.43,6.0,73.0,5.597,5.597,5.597,5.597,5.597,5.597
