Datetime,Comments,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Flow_predicted (gpm),Level (inches),Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Manual Measurement (inches),Predicted_flow_After,Predicted_flow_Before,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2018-05-29 13:05:00,,,26.4171799073,,,,,,,,,,,SDG-115,,,2.34,2.34,6.0,32.0,19.043,19.043,19.043,19.043,19.043,19.043
2018-05-29 13:05:00,,2018-05-29 13:10:00,,,,,,,2.36220472441,6.46,,,19.451,SDG-115,,-4.09779527559,2.34,2.34,6.0,32.0,19.043,19.043,19.043,19.043,19.043,19.043
2018-06-11 14:25:00,,,26.4171799073,,,,,,,,,,,SDG-115,,,2.3,2.3,6.0,32.0,18.243,18.243,18.243,18.243,18.243,18.243
2018-06-11 14:25:00,,2018-06-11 14:30:00,,,,,,,2.32283464567,6.42,,,18.641,SDG-115,,-4.09716535433,2.3,2.3,6.0,32.0,18.243,18.243,18.243,18.243,18.243,18.243
2018-06-25 11:25:00,,,18.3863572155,,,,,,,,,,,SDG-115,,,2.3,2.3,6.0,32.0,18.243,18.243,18.243,18.243,18.243,18.243
2018-06-25 11:25:00,,2018-06-25 11:30:00,,,,,,,2.36220472441,6.42,,,19.451,SDG-115,,-4.05779527559,2.3,2.3,6.0,32.0,18.243,18.243,18.243,18.243,18.243,18.243
2018-07-11 14:30:00,,,23.7754619166,,,,,,,,,,,SDG-115,,,2.26,2.26,6.0,32.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-07-11 14:30:00,,2018-07-11 14:35:00,,,,,,,2.28346456693,6.38,,,17.851,SDG-115,,-4.09653543307,2.26,2.26,6.0,32.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-07-24 03:55:00,,,20.8695721268,,,,,,,,,,,SDG-115,,,2.26,2.26,6.0,32.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-07-24 03:55:00,,2018-07-24 04:00:00,,,,,,,2.36220472441,6.38,,,19.451,SDG-115,,-4.01779527559,2.26,2.26,6.0,32.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-08-06 16:15:00,,,18.6505290146,,,,,,,,,,,SDG-115,,,2.26,2.26,6.0,32.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-08-06 16:15:00,,2018-08-06 16:20:00,,,,,,,2.20472440945,6.38,,,16.332,SDG-115,,-4.17527559055,2.26,2.26,6.0,32.0,17.464,17.464,17.464,17.464,17.464,17.464
2018-08-20 14:25:00,,,17.0126638603,,,,,,,,,,,SDG-115,,,2.22,2.22,6.0,32.0,16.704,16.704,16.704,16.704,16.704,16.704
2018-08-20 14:25:00,,2018-08-20 14:30:00,,,,,,,2.20472440945,6.34,,,16.332,SDG-115,,-4.13527559055,2.22,2.22,6.0,32.0,16.704,16.704,16.704,16.704,16.704,16.704
2018-09-04 13:35:00,,,22.8244434399,,,,,,,,,,,SDG-115,,,2.34,2.34,6.0,32.0,19.043,19.043,19.043,19.043,19.043,19.043
2018-09-04 13:35:00,,2018-09-04 13:40:00,,,,,,,2.24409448819,6.46,,,17.082,SDG-115,,-4.21590551181,2.34,2.34,6.0,32.0,19.043,19.043,19.043,19.043,19.043,19.043
2018-09-17 15:40:00,,,19.3373756922,,,,,,,,,,,SDG-115,,,2.3,2.3,6.0,32.0,18.243,18.243,18.243,18.243,18.243,18.243
2018-09-17 15:40:00,,2018-09-17 15:45:00,,,,,,,2.28346456693,6.42,,,17.851,SDG-115,,-4.13653543307,2.3,2.3,6.0,32.0,18.243,18.243,18.243,18.243,18.243,18.243
2018-09-27 13:35:00,,2018-09-27 13:40:00,,,,,,,2.36220472441,6.5,,,19.451,SDG-115,,-4.13779527559,2.38,2.38,6.0,32.0,19.864,19.864,19.864,19.864,19.864,19.864
2018-10-02 00:25:00,,,20.0770567296,,,,,,,,,,,SDG-115,,,,,,,,,,,,
2018-10-02 00:25:00,,2018-10-02 00:30:00,,,,,,,2.36220472441,6.5,,,19.451,SDG-115,,-4.13779527559,,,,,,,,,,
